"id","name","dating_method_id","lab_code","created_at","updated_at","position","country","active"
504,"unknown",,"HU","2013-04-24 11:34:23.892266","2013-04-24 11:34:23.892266",1,"",
505,"unknown",,"NV","2013-04-24 11:34:31.81398","2013-04-24 11:34:31.81398",1,"",
506,"unknown",,"FS","2013-04-24 11:34:42.49259","2013-04-24 11:34:42.49259",1,"",
507,"unknown",,"Ph-TL","2013-04-24 11:34:50.869619","2013-04-24 11:34:50.869619",1,"",
508,"unknown",,"Shell","2013-04-24 11:34:58.626706","2013-04-24 11:34:58.626706",1,"",
509,"unknown",,"SPr","2013-04-24 11:35:05.215419","2013-04-24 11:35:05.215419",1,"",
510,"unknown",,"MATJ","2013-04-24 11:35:18.582553","2013-04-24 11:35:18.582553",1,"",
511,"unknown",,"SM(U)","2013-04-24 11:35:28.061515","2013-04-24 11:35:28.061515",1,"",
512,"unknown",,"Hy","2013-04-24 11:35:35.694156","2013-04-24 11:35:35.694156",1,"",
513,"unknown",,"KIGN","2013-04-24 11:35:43.199084","2013-04-24 11:35:43.199084",1,"",
514,"Centre de Recherches Geodynamiques, Université Pierre et Marie Curie",,"CRG","2013-04-24 11:35:58.128645","2013-04-24 11:35:58.128645",1,"",
515,"unknown",,"CZ","2013-04-24 11:36:08.818935","2013-04-24 11:36:08.818935",1,"",
516,"Laboratoire de Geologie du Quatemaire, Luminy, France",,"LGQ","2013-04-24 11:36:20.797811","2013-04-24 11:36:20.797811",1,"",
517,"unknown",,"Tan","2013-04-24 11:36:34.152824","2013-04-24 11:36:34.152824",1,"",
518,"unknown",,"ARC","2013-04-24 11:36:48.688196","2013-04-24 11:36:48.688196",1,"",
519,"unknown",,"GIFTAN","2013-04-24 11:36:57.109897","2013-04-24 11:36:57.109897",1,"",
520,"Groningen?",,"GR","2014-06-17 08:30:32.308429","2014-06-17 08:30:32.308429",2,"",f
521,"?",,"KB","2014-06-17 09:16:08.507162","2014-06-17 09:16:08.507162",3,"",f
522,"KE?",,"KE","2014-06-17 09:16:41.464975","2014-06-17 09:16:41.464975",4,"",f
523,"LGO?",,"LGO","2014-06-17 09:17:10.699047","2014-06-17 09:17:10.699047",5,"",f
524,"IlY?",,"IlY","2014-06-17 09:17:33.184036","2014-06-17 09:17:33.184036",6,"",f
525,"LMY?",,"LMY","2014-06-17 09:17:53.8477","2014-06-17 09:17:53.8477",7,"",f
526,"LQG?",,"LQG","2014-06-17 09:18:10.90322","2014-06-17 09:18:10.90322",8,"",f
527,"Lithuania",,"LT","2014-06-17 09:18:48.001803","2014-06-17 09:18:48.001803",9,"",f
