"id","lab_id","lab_nr","bp","std","delta_13_c","delta_13_c_std","prmat_id","prmat_comment","comment","feature","feature_type_id","phase_id","site_id","approved","right_id","created_at","updated_at","dating_method_id","contact_e_mail","creator_ip"
1208,335,"131",4035,190,,,1,"","beaker with maritime decoration","layer of charcoal and burned bones, with an beaker (early local type) and an flint arrowhead as gravegoods",2,272,31,t,1,"2010-11-04 15:24:20","2014-07-16 08:41:06.91372",,"",""
5340,347,"777",2830,100,,,9,"burnt wood (angebranntes Holz)","","Schnitt IV. Oberkannte Schiftorf über Fundschicht",1,316,803,,1,"2011-12-20 17:21:34.872322","2011-12-20 17:23:10.466667",,"","134.245.38.228"
883,309,"8842",3870,60,,,1,"Holzkohle in Trennseekreide.","multiphase settlement also see GrN 8841, 8843 & 6906 ","",1,272,61,t,1,"2010-11-04 15:24:20","2014-07-17 11:19:45.917872",,"",""
878,309,"6646",3895,45,,,1,"""from a zone with charcoal fragments at the transition from core of sods to covering sand-layer of primary subtumulus, over grave"".","Im Grab maritimer Glockenbecher Typ 2Ia, maritime Schale und kleiner unverzierter Becher. Vgl. GrN-3641, IRPA-3.","",2,205,33,t,1,"2010-11-04 15:24:20","2014-07-17 12:10:28.543327",,"",""
843,309,"6152",3945,35,,,1,"""concentration in old surface under remainder of burial mound"".","Im Grabhügel maritimer Glockenbecher Typ 2Ia.","",2,205,574,t,1,"2010-11-04 15:24:20","2014-07-17 12:38:18.487963",,"",""
840,309,"6145",3660,45,,,1,"Konzentration im Zentralgrab.","Am Hals des Leichenschattens (Hocker) fragmentarische Bronzenadel (wohl Schleifennadel). Vgl. GrN-2996.

Frühbronzezeit, Glockenbecher

The date in Lanting (1977) differs from the date in Lanting et al. (1999/2000); 3665 BP, standard deviation 35.","Tumulus I, zweite Bauphase, Zentralgrab.",2,269,628,t,1,"2010-11-04 15:24:20","2014-07-17 12:41:16.488572",,"",""
5348,309,"8843",3400,55,,,1,"","multiphase settlement also see GrN 8841, 8842 & 6906 ","",1,269,61,,1,"2011-12-21 12:06:51.151725","2011-12-21 12:09:47.104175",,"","134.245.38.237"
5353,308,"14080",3810,40,,,6,"","","flatgrave with bell beaker type ""Veluwe"", 4 flint arrowheads and possibly a strike-a-light",2,204,1553,,1,"2011-12-21 14:06:35.27439","2011-12-21 14:26:14.238342",,"","134.245.38.237"
5358,309,"15921",4050,60,,,2,"the sample is maybe contaminated.","Also see GrN-16893.
Following Lanting et al. the date is too old.","primary burial in a wooden coffin ",14,272,1555,,1,"2011-12-21 15:40:56.595042","2011-12-21 15:40:56.595042",,"","134.245.38.237"
5357,309,"16893",3635,30,,,9,"the sample was taken from youngest annual ring of the boards of the coffin","Also see GrN-15921.","primary burial in a wooden coffin",14,272,1555,,1,"2011-12-21 15:34:13.786085","2011-12-21 15:42:10.835663",,"","134.245.38.237"
5030,462,"18705",4620,140,,,6,"cremated human bone","","",2,156,1023,,1,"2011-11-21 14:31:47.999683","2011-12-21 15:58:55.586977",,"","134.245.38.25"
5028,462,"18709",4940,80,,,6,"cremated human bone","","",2,156,1023,,1,"2011-11-21 14:30:43.243706","2011-12-21 15:59:15.172849",,"","134.245.38.25"
5361,308,"15602",3500,50,,,2,"","","tumulus II, secondary burial (Nr. 127)",2,272,1556,,1,"2011-12-21 16:17:58.701214","2011-12-21 16:17:58.701214",,"","134.245.38.237"
13896,398,"11863",6825,45,-23.1,,3,"cereal grains","","",1,476,4241,,1,"2015-06-23 11:58:17.742476","2015-06-23 11:58:17.742476",,"","134.245.38.100"
5369,309,"11849",3865,30,,,1,"","","layer with charcoal, bell beaker- and ""winding wire"" ceramics",1,272,603,,1,"2011-12-22 12:47:12.706879","2011-12-22 12:52:53.239765",,"","134.245.38.237"
807,309,"5132",3780,55,,,1,"","In die Verfüllung von Flachgrab II (vgl. GrN-5566) eingetiefte Grube. Wohl zur Glockenbecher-Besiedlung gehörig.","Grube; pit (Nr. 199) which cuts flat grave II",4,316,616,t,1,"2010-11-04 15:24:20","2014-07-17 13:05:14.441325",,"",""
5371,308,"14831",3460,40,,,2,"calcined bone flour","Settlement with bell beaker- and ""wikkeldraad"" beaker sherds.","pit 51",1,272,1559,,1,"2011-12-22 13:35:24.214541","2011-12-22 13:43:10.01373",,"","134.245.38.237"
768,309,"4635",3685,40,,,5,"""Thin peat layer merging into humous layer, containing sherds of Pot beakers, in older dunes"".","Pot Beaker-Keramik.","",7,293,598,t,1,"2010-11-04 15:24:20","2014-07-17 13:38:45.023393",,"",""
13897,398,"11983",6915,36,-19.6,,2,"sheep/goat","","",1,476,4241,,1,"2015-06-23 11:59:19.671484","2015-06-23 11:59:19.671484",,"","134.245.38.100"
5367,308,"12387",3740,65,,,16,"The translation of  ""kieskapsels"" as sheats of a molar is possibly inaccurate.
","","tumulus I, second construction phase, central grave",14,269,628,,1,"2011-12-22 11:35:16.783091","2012-01-02 12:49:11.100146",,"","134.245.38.237"
743,309,"3097",3850,50,,,1,"","""(...) datings for bell beaker house"".","Kulturschicht.",1,272,637,t,1,"2010-11-04 15:24:20","2014-07-17 14:02:22.7861",,"",""
728,309,"2419",3910,100,,,1,"","""(...) datings for bell beaker house"".","Kulturschicht.",1,272,637,t,1,"2010-11-04 15:24:20","2014-07-17 14:20:12.955755",,"",""
3830,317,"15451",6060,40,,,11,"Llavors","Cardial; HD15451 (BOSCH/CHINCHILLA/TARRÚS, 2000: 261-262)
Katalanisches Cardial (final)
","Residencial; Fogar E-3",1,423,1223,t,1,"2011-10-13 20:56:12","2014-07-21 11:55:39.322474",,"","http://www.telearchaeology.com/c14"
13901,398,"13510",6731,43,-21.5,,2,"sheep/goat","","",1,476,4241,,1,"2015-06-23 12:03:07.846583","2015-06-23 12:03:07.846583",,"","134.245.38.100"
13909,398,"12860",6826,41,-19.7,,2,"cattle","","",1,476,4241,,1,"2015-06-23 12:10:44.662517","2015-06-23 12:10:44.662517",,"","134.245.38.100"
13916,312,"4402",4680,80,,,1,"","","",7,429,4244,,1,"2015-06-23 12:32:06.565827","2015-06-23 12:32:06.565827",,"","134.245.38.100"
13918,312,"2862",4410,50,,,1,"","","",7,429,4245,,1,"2015-06-23 12:38:29.029167","2015-06-23 12:38:29.029167",,"","134.245.38.100"
13922,335,"745",4670,70,,,9,"small branch","","",1,287,4248,,1,"2015-06-23 12:48:40.407898","2015-06-23 12:48:40.407898",,"","134.245.38.100"
13935,304,"8357",5630,60,,,2,"bone","","",7,429,1542,,1,"2015-06-23 13:17:43.738739","2015-06-23 13:17:43.738739",,"","134.245.38.100"
13936,304,"8356",5790,70,,,2,"bone","","",7,429,1542,,1,"2015-06-23 13:18:57.576125","2015-06-23 13:18:57.576125",,"","134.245.38.100"
13937,304,"8358",5910,80,,,2,"bone","","",7,429,1542,,1,"2015-06-23 13:19:45.961881","2015-06-23 13:19:45.961881",,"","134.245.38.100"
13938,365,"7285",5985,55,,,2,"bone","","",7,429,1542,,1,"2015-06-23 13:20:28.527999","2015-06-23 13:20:28.527999",,"","134.245.38.100"
13939,262,"127051",6110,60,,,2,"bone","","",7,429,4253,,1,"2015-06-23 13:21:49.188333","2015-06-23 13:21:49.188333",,"","134.245.38.100"
13941,262,"127047",5900,90,,,2,"bone","","",7,429,4253,,1,"2015-06-23 13:23:23.206343","2015-06-23 13:23:23.206343",,"","134.245.38.100"
13946,365,"356",5975,65,,,1,"","","Structure 2",1,429,4256,,1,"2015-06-23 13:29:15.025811","2015-06-23 13:29:15.025811",,"","134.245.38.100"
5331,308,"15976",4045,40,,,2,"bone sample is from the womens burial.","","Double burial (women and child)",13,207,1545,,1,"2011-12-20 13:49:50.942907","2011-12-20 13:55:06.159026",,"","134.245.38.237"
5332,309,"9298",3830,35,,,2,"","","grave of an adult man with an early beaker, possibly a second beaker and ring with stem made out of bone ",2,272,1546,,1,"2011-12-20 14:01:28.096723","2011-12-20 14:01:28.096723",,"","134.245.38.237"
5334,309,"25476",4020,50,,,2,"","Localisation ist not very accurate only locations Trémery and Flévy are known. Possibly site lies somewhere between both villages.","flatgrave with an maritime bellbeaker and 2 three-winged flint arrowheads.",2,207,1548,,1,"2011-12-20 14:24:43.017491","2011-12-20 14:24:43.017491",,"","134.245.38.237"
5336,347,"1431.02",3430,55,,,7,"Sample is aken from 155-160cm under the surface.","","Schnitt IV, Westprofil",1,456,1549,,1,"2011-12-20 14:56:19.479974","2011-12-20 15:13:47.909088",,"","134.245.38.228"
1187,322,"5950",3650,335,,,1,"Aus Grabgrube, unterhalb des Glockenbechers.","Datum ist gleichzeitig t.p.q. für eine Nachbestattung (?) mit Riesenbecher und einen spätneolithischen Flintdolch, letzterer in der Hügelschüttung. Vgl. Hv-5951.","",2,205,241,t,1,"2010-11-04 15:24:20","2014-07-16 09:11:40.576457",,"",""
4721,309,"6688C",4155,60,,,1,"charcoal, ""Charcoal fragments from a sod in the body of a burial mound raised over an cremation grave","Glockenbecher Typ 2Ib, Armschutzplatte, Kupferdolch, Flintartefakte. Das Datum gibt einen t.p.q. für die Errichtung des Hügels. Datum korrigiert Nov. 1975.
","cremation grave under burial mound",14,272,1431,t,1,"","2014-07-17 12:05:50.116597",,"",""
853,309,"6332",3790,35,,,1,"""Charred branches from foundation trench around grave"".","Im Grab Veluwe-Becher Typ 2Id, Kupferdolch, Armschutzplatte, Flintpfeilspitzen, Feueranzünder.","",2,202,610,t,1,"2010-11-04 15:24:20","2014-07-17 12:28:16.297844",,"",""
5350,309,"13714",3865,30,,,1,"material is out of a pit under the basement of the mound which is used twice","","grave from the first period of usage",14,272,1550,,1,"2011-12-21 12:51:10.071279","2011-12-21 13:15:27.550081",,"","134.245.38.237"
823,309,"5705",3635,60,,,1,"","Grube unbekannter Funktion (möglicherweise zu frühbronzezeitlicher Siedlung - Stacheldrahtkeramik - gehörig). Darin Scherben eines Veluwe-Bechers. Datum gibt damit wohl einen t.a.q. für die Becherscherben.","Grube am Kopfende von Grab II.",4,204,616,t,1,"2010-11-04 15:24:20","2014-07-17 12:52:19.977469",,"",""
749,309,"3641",4005,60,,,1,"""from a zone with charcoal fragments at the transition from core of sods to covering sand-layer of primary subtumulus, over grave"".","Im Grab maritimer Glockenbecher Typ 2Ia, maritime Schale und kleiner unverzierter Becher. Vgl. GrN-6646, IRPA-3.","",2,205,33,t,1,"2010-11-04 15:24:20","2014-07-17 13:54:26.663544",,"",""
742,309,"2996",3705,80,,,1,"","Frühbronzezeit, Glockenbecher

""This charcoal has probably been dug up from the grave of period 2!"" Also see GrN-6145 and GrA-12387.","Tumulus I, Grab der dritten Bauphase.",2,249,628,t,1,"2010-11-04 15:24:20","2014-07-17 14:06:48.954823",,"",""
705,309,"2158",3910,30,,,1,"","""(...) datings for bell beaker house"".","",1,272,637,t,1,"2010-11-04 15:24:20","2014-07-17 14:39:41.771744",,"",""
5351,308,"14066",3840,35,,,6,"","","secondary burial in older beaker mound, associated with bell beaker type ""Veluwe"", arrow shaft grinder and 3 flint arrowheads",14,204,1551,,1,"2011-12-21 13:40:29.347163","2011-12-21 14:25:07.706325",,"","134.245.38.237"
5352,308,"14067",3830,40,,,6,"","","flat grave with two bell beakers type ""Veluwe""",2,204,1552,,1,"2011-12-21 13:53:22.252736","2011-12-21 14:25:38.500948",,"","134.245.38.237"
5354,308,"14840",3850,40,,,6,"","Also see GrN-24978.","flatgrave (?) with bell beaker type ""Velluwe""",2,204,1554,,1,"2011-12-21 14:15:33.111649","2011-12-21 14:26:49.822908",,"","134.245.38.237"
5029,462,"18706",4910,50,,,6,"cremated human bone","","",2,156,1023,,1,"2011-11-21 14:31:17.06375","2011-12-21 15:59:04.448953",,"","134.245.38.25"
5027,462,"18707",5015,55,,,6,"cremated human bone","","",2,156,1023,,1,"2011-11-21 14:30:01.577554","2011-12-21 15:59:20.488921",,"","134.245.38.25"
5359,308,"15597",3690,60,,,2,"","","tumulus II, primary burial (Nr. 242) in a 2-phase burial mound",14,272,1556,,1,"2011-12-21 16:01:45.298781","2011-12-21 16:01:45.298781",,"","134.245.38.237"
5360,308,"15598",3660,50,,,2,"","","tumulus II, primary burial (Nr. 236) in a 2-phase burial mound ",14,272,1556,,1,"2011-12-21 16:12:52.624672","2011-12-21 16:13:44.530605",,"","134.245.38.237"
5362,309,"8801",3530,25,,,2,"","","tumulus II, secondary burial (Nr. 232) ",14,272,1556,,1,"2011-12-21 16:19:31.957443","2011-12-21 16:20:27.08179",,"","134.245.38.237"
5363,308,"15601",3520,60,,,2,"","","tumulus II, secondary burial (Nr. 239) ",14,272,1556,,1,"2011-12-21 16:21:23.460124","2011-12-21 16:21:38.451802",,"","134.245.38.237"
3832,464,"315",6700,710,,,2,"Os animal","Descartada pels autors per massa alta; Cardial; UBAR315 (BOSCH/CHINCHILLA/TARRÚS, 2000: 261-262); Dismissed by the authors as too old","Residencial; Quadre H-30",1,423,1223,t,1,"2011-10-13 20:56:12","2014-07-21 11:58:02.766821",,"","http://www.telearchaeology.com/c14"
5963,266,"1169",7665,100,,,1,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22253
","Schicht 14 / N97E89 / Probe 2/71",1,510,1729,,1,"2012-05-09 10:51:57.358996","2014-07-21 12:09:08.832597",,"","134.245.38.161"
5961,266,"1168",7475,100,,,1,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22252

","Schicht II; According to Oxford-DB: Schicht 6 / N97E89 / Probe 1/71",1,510,1729,,1,"2012-05-09 10:49:26.309206","2014-07-21 12:10:13.884395",,"","134.245.38.161"
211,266,"107",5820,100,,,12,"Dickwandige, organisch gemagerte Keramik.","""Einige verzierte Scherben aus jüngeren Abschnitten könnten die für die frühe LBK zu jungen Daten erklären"".","",7,86,22,t,1,"2010-11-04 15:24:20","2014-07-21 12:22:58.442777",,"",""
1188,322,"5951",3875,75,,,1,"","Holzkohle von einer Steinplatte im Bereich des Steinkreises um einen Grabhügel der Glockenbecherkultur herum (vgl. Hv-5950). Der Bezug zum Glockenbechergrab ist unklar.","",4,205,241,t,1,"2010-11-04 15:24:20","2014-07-16 09:10:36.658331",,"",""
5337,309,"8841",4180,60,,,1,"","multiphase settlement also see GrN 8842, 8843 & 6906","settlement layer",1,298,61,,1,"2011-12-20 14:57:25.945199","2011-12-20 15:02:03.818824",,"","134.245.38.237"
5335,347,"1431.01",3260,65,,,7,"Sample is taken from 150-155 cm under the surface.","","Schnitt IV, Westprofil",1,456,1549,,1,"2011-12-20 14:49:16.073748","2011-12-20 15:12:16.509921",,"","134.245.38.228"
844,309,"6155",3820,35,,,1,"Konzentration im Grab.","Im Grab zwei Veluwe-Becher Typ 2Ie. Vgl. GrN-326.","",2,200,572,t,1,"2010-11-04 15:24:20","2014-07-17 12:37:41.805954",,"",""
817,309,"5497",3915,45,,,1,"""Scattered charcoal, found together with Pot Beaker sherds under the arable layer of a Celtic field""","Pot Beaker - Keramik. Assoziation unsicher.","",4,293,633,t,1,"2010-11-04 15:24:20","2014-07-17 12:56:51.946474",,"",""
5349,309,"6906",3430,35,,,3,"charred grain","multiphase settlement also see GrN 8841, 8842 & 8843 ","",1,269,61,,1,"2011-12-21 12:15:58.167831","2011-12-21 12:18:28.295007",,"","134.245.38.237"
5355,309,"24978",3750,50,,,1,"","Also see GrA-14840.","flatgrave (?) with bell beaker type ""Velluwe""",2,204,1554,,1,"2011-12-21 14:22:14.586918","2011-12-21 14:23:36.36977",,"","134.245.38.237"
5356,309,"12268",3770,60,,,1,"sample material from a charred post out of the foundation trench around the grave","Also see GrN-326 and 6155.","",2,200,639,,1,"2011-12-21 15:07:17.746928","2011-12-21 15:09:46.657736",,"","134.245.38.237"
5026,462,"18710",5070,55,,,6,"cremated human bone","","",2,156,1023,,1,"2011-11-21 14:29:16.507749","2011-12-21 15:59:09.700665",,"","134.245.38.25"
5364,308,"6477",3640,50,,,2,"","","tumulus II, secondary burial",14,272,1556,,1,"2011-12-21 16:23:21.893886","2011-12-21 16:23:46.717313",,"","134.245.38.237"
732,309,"2481",3860,110,,,1,"""Five outermost annual rings of small post"".","""(...) datings for bell beaker house"".","",1,272,637,t,1,"2010-11-04 15:24:20","2014-07-17 14:15:21.371344",,"",""
5365,308,"6350",3955,55,,,1,"Sample ist taken from the old groundlevel under burial mound.","Localisation is not accurate.","Burial mound which possibly contained two bell beaker burials (the first from period I with wristguard and copper dagger and the second from period II with an bell beaker type ""Veluwe"") ",14,272,1557,,1,"2011-12-21 16:54:27.557293","2011-12-21 16:57:37.624661",,"","134.245.38.237"
5962,266,"1052",7610,100,,,1,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22249
","Schicht II; According to Oxford-DB: Schicht 13Probe 3/70",1,510,1729,,1,"2012-05-09 10:50:37.589697","2014-07-21 12:24:16.943823",,"","134.245.38.161"
5368,476,"6955",3685,37,,,1,"","","",1,272,1540,,1,"2011-12-22 12:29:47.067013","2011-12-22 12:29:47.067013",,"","134.245.38.237"
205,259,"778",4170,250,,,13,"Verkohlte Speisereste aus Gefäß.","","",1,283,87,t,1,"2010-11-04 15:24:20","2014-07-21 12:44:08.424023",,"",""
203,259,"726",7080,130,,,7,"","""Fundmaterial chronologisch nicht einheitlich, teilweise eventuell spätpaläolithisch"".","",1,286,89,t,1,"2010-11-04 15:24:20","2014-07-21 12:45:20.848852",,"",""
5370,308,"14870",3630,50,,,3,"charred grain","Settlement with bell beaker- and ""wikkeldraad"" beaker sherds.","pit 51",1,204,1559,,1,"2011-12-22 13:30:38.669652","2011-12-22 13:43:39.412493",,"","134.245.38.237"
5344,347,"775",3760,55,,,9,"bottom edge of the upper archaeological layer.","","Schnitt IV",1,290,803,,1,"2011-12-20 17:40:45.665669","2012-02-20 07:56:15.079384",,"","134.245.38.228"
5343,351,"1112",4020,55,,,9,"Holz mit darin steckendem Abschlag.","","Suchloch C (1963)",1,309,803,,1,"2011-12-20 17:36:35.221264","2012-02-20 08:07:23.08771",,"","134.245.38.228"
195,259,"645",4180,120,,,7,"","Fundvergesellschaftung mit Schnurkeramik.","",1,297,45,t,1,"2010-11-04 15:24:20","2014-07-21 12:52:28.09651",,"",""
10315,267,"221",7869,104,,,3,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22467
","",7,286,2790,,1,"2014-07-21 12:52:57.207788","2014-07-21 12:52:57.207788",,"","134.245.38.100"
193,259,"643",4160,120,,,7,"","Fundvergesellschaftung mit Schnurkeramik.","",1,297,45,t,1,"2010-11-04 15:24:20","2014-07-21 12:54:09.258173",,"",""
192,259,"6383",4530,40,,,9,"Jahrringe 29-35 der Mittelkurve 1447 (Länge 53 a) aus 19 Eichenpfosten.","In Kombination mit Mittelkurve 1452 (B-6352 bis B-6354) Endjahr im Bereich 3160-3155.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 12:54:49.650263",,"",""
185,259,"6351",4350,30,,,9,"Jahrringe 7-12 der Mittelkurve 1531 (Länge 22 a) aus 9 Eschenpfosten.","Nach Befund gleichzeitig mit Mittelkurven 247 und 1537 (B-6339 bis B-6341, B-6355 bis B-6357).","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:00:09.648319",,"",""
184,259,"6350",4440,30,,,9,"Jahrringe 17-22 der Mittelkurve 1531 (Länge 22 a) aus 9 Eschenpfosten.","Nach Befund gleichzeitig mit Mittelkurven 247 und 1537 (B-6339 bis B-6341, B-6355 bis B-6357)","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:00:46.011399",,"",""
181,259,"6347",4490,30,,,9,"Jahrringe 30-33 der Mittelkurve 1448 (Länge 33 a) aus 5 Weisstannepfosten.","Aufgrund der Befundlage mit der Mittelkurve 1447 (B-6345, B-6383, B-6346) zu korrelieren, d.h. Endjahr zwischen 3180 und 3155 v.C.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:02:51.375811",,"",""
180,259,"6346",4460,30,,,9,"Jahrringe 9-19 der Mittelkurve 1447 (Länge 53 a) aus 19 Eichenpfosten.","In Kombination mit Mittelkurve 1452 (B-6352 bis B-6354) Endjahr im Bereich 3160-3155.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:03:24.898864",,"",""
178,259,"6344",4540,30,,,9,"Jahrringe 16-21 der Mittelkurve 1456 (Länge 43 a) aus 32 Ulmenpfosten.","Aufgrund der Befundlage mit der Mittelkurve 1447 (B-6345, B-6383, B-6346) zu korrelieren, d.h. Endjahr zwischen 3180 und 3155 v.C.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:04:42.053141",,"",""
177,259,"6343",4520,40,,,9,"Jahrringe 26-31 der Mittelkurve 1456 (Länge 43 a) aus 32 Ulmenpfosten.","Aufgrund der Befundlage mit der Mittelkurve 1447 (B-6345, B-6383, B-6346) zu korrelieren, d.h. Endjahr zwischen 3180 und 3155 v.C.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:05:15.444444",,"",""
172,259,"5345",4080,80,,,3,"Getreidekörner 1885 aufgesammelt.","Keine geschlossene Ablagerung, aberodierte Horgener und Pfyner Phase.","""Kulturschicht"".",1,316,39,t,1,"2010-11-04 15:24:20","2014-07-21 13:08:22.019217",,"",""
171,259,"5342",4600,60,,,9,"1944 aufgesammelt.","Nach Winiger/Hasenfratz (1985, 220) auch Horgener Material.","",1,291,42,t,1,"2010-11-04 15:24:20","2014-07-21 13:09:01.668605",,"",""
168,259,"4775",5420,60,,,7,"","","",1,264,54,t,1,"2010-11-04 15:24:20","2014-07-21 13:11:18.137726",,"",""
164,259,"4528",5480,60,,,9,"Erle (Alnus).","","Liegendes Holz Schicht 5A3.",1,264,93,t,1,"2010-11-04 15:24:20","2014-07-21 13:13:55.118554",,"",""
162,259,"4526",5070,40,,,1,"","","Holzkohle Schicht 4E8.",1,263,93,t,1,"2010-11-04 15:24:20","2014-07-21 13:15:48.659835",,"",""
160,259,"4472",5390,100,,,7,"","","",1,264,54,t,1,"2010-11-04 15:24:20","2014-07-21 13:17:16.344933",,"",""
13899,398,"11849",6660,40,-20.2,,2,"animal bone","","",1,476,4241,,1,"2015-06-23 12:01:15.612144","2015-06-23 12:01:15.612144",,"","134.245.38.100"
13902,398,"11868",6825,45,-19.5,,2,"cattle","","",1,476,4241,,1,"2015-06-23 12:04:02.726735","2015-06-23 12:04:02.726735",,"","134.245.38.100"
13904,392,"13511",6785,45,-19.8,,2,"sheep","","",1,476,4241,,1,"2015-06-23 12:06:14.966379","2015-06-23 12:06:14.966379",,"","134.245.38.100"
13907,398,"11854",6865,40,-20,,2,"cattle","","",1,476,4241,,1,"2015-06-23 12:08:58.837299","2015-06-23 12:08:58.837299",,"","134.245.38.100"
13910,398,"11981",6893,36,-20.1,,2,"sheep","","",1,476,4241,,1,"2015-06-23 12:11:37.057164","2015-06-23 12:11:37.057164",,"","134.245.38.100"
13912,312,"3538",4070,90,,,1,"","","",7,429,4242,,1,"2015-06-23 12:19:52.343652","2015-06-23 12:19:52.343652",,"","134.245.38.100"
5372,308,"14871",3580,45,,,3,"charred grain","Settlement with bell beaker- and ""wikkeldraad"" beaker sherds.","pit 5",1,204,1559,,1,"2011-12-22 13:38:44.178613","2011-12-22 13:40:16.280332",,"","134.245.38.237"
5375,308,"14966",4090,45,,,14,"Apatite","Due to the orientation the grave is assigned to the bell beakers. The dates are way to young, following Lanting et al. it is possible that the samples were contaminated. See also GrA-15311 and 16054. ","",2,272,616,,1,"2011-12-22 14:28:52.460063","2011-12-22 14:28:52.460063",,"","134.245.38.237"
5376,308,"15919",3710,50,,,2,"","Due to the orientation the grave is assigned to the bell beakers.
Also see GrN-6384.","",2,272,620,,1,"2011-12-22 14:52:26.152539","2011-12-22 14:52:26.152539",,"","134.245.38.237"
5380,309,"25304",3800,30,,,1,"","Also see GrN-244 and 6146.","tumulus 13, first periode of usage, central grave with one small undecorated and sherds of one rich ornamented bell beaker as gravegoods. ",14,203,621,,1,"2011-12-22 16:40:16.103049","2011-12-22 16:40:16.103049",,"","134.245.38.237"
1332,343,"2636",5010,100,,,8,"","Aus demselben Befund stammt K-2635.","""shell patch III"".",3,160,804,t,1,"2010-11-04 15:24:20","2014-07-09 13:59:15.15585",,"",""
1329,343,"2633",5100,75,,,8,"","Aus demselben Befund stammt K-2634.","""occupation layer under the mound"";  ""a shell patch close west to the dolmenic cist"". ",3,160,804,t,1,"2010-11-04 15:24:20","2014-07-09 14:02:09.575426",,"",""
183,259,"6349",4450,30,,,9,"Jahrringe 10-15 der Mittelkurve 1448 (Länge 33 a) aus 5 Weisstannepfosten.","Aufgrund der Befundlage mit der Mittelkurve 1447 (B-6345, B-6383, B-6346) zu korrelieren, d.h. Endjahr zwischen 3180 und 3155 v.C.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:01:22.946949",,"",""
174,259,"6340",4360,30,,,9,"Jahrringe 38-43 der Mittelkurve 247 (Länge 58 a) aus 8 Eichenpfosten.","Befundlage spricht für zeitliche Nähe zur Mittelkurve 1537(B-6355 bis B-6357), Obere Schicht der Siedlungsgrabung von 1980.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:07:00.777725",,"",""
173,259,"6339",4330,40,,,9,"Jahrringe 53-58 der Mittelkurve 247 (Länge 58 a) aus 8 Eichenpfosten.","Befundlage spricht für zeitliche Nähe zur Mittelkurve 1537(B-6355 bis B-6357), obere Schicht der Siedlungsgrabung von 1980.","Pfosten.",1,277,63,t,1,"2010-11-04 15:24:20","2014-07-21 13:07:36.914985",,"",""
10319,267,"2250",6290,60,,,1,"Holzkohl","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22476
","NIV INF",7,316,2794,,1,"2014-07-21 13:08:14.209501","2014-07-21 13:08:14.209501",,"","134.245.38.100"
167,259,"4774",5450,60,,,7,"","","",1,264,54,t,1,"2010-11-04 15:24:20","2014-07-21 13:11:58.665159",,"",""
165,259,"459",4850,150,,,7,"","Siedlung der Pfyner Kultur.","",1,116,82,t,1,"2010-11-04 15:24:20","2014-07-21 13:13:15.253795",,"",""
157,259,"4440",5490,50,,,9,"Esche (Fraxinus).","","Schräg gedrückter Pfahl Schicht 5A-C.",1,264,93,t,1,"2010-11-04 15:24:20","2014-07-21 13:19:01.943995",,"",""
153,259,"4436",5310,40,,,1,"","","Holzkohleschicht 4B3.",1,263,93,t,1,"2010-11-04 15:24:20","2014-07-21 13:21:29.661083",,"",""
149,259,"4432",5090,40,,,1,"","","Holzkohle Schicht 4E8.",1,263,93,t,1,"2010-11-04 15:24:20","2014-07-21 13:24:17.07423",,"",""
147,259,"44",4690,200,,,9,"Pinus oder Abies. Sample Wh-161.","Siedlung der Pfyner Kultur. STD bei Lanting/Mook 1977 :±180 BP.","Thayngen-Weier II.",1,116,82,t,1,"2010-11-04 15:24:20","2014-07-21 13:25:43.735217",,"",""
146,259,"4351",6340,80,,,2,"Menschliche Knochen.","Frühneolithikum.","Hocker, obere Fundschicht der Höhle.",2,785,43,t,1,"2010-11-04 15:24:20","2014-07-21 13:26:39.826017",,"",""
144,259,"4118",4800,40,,,1,"","","""couche 13"" / Tiefschnitt.",1,316,53,t,1,"2010-11-04 15:24:20","2014-07-21 13:28:01.302684",,"",""
143,259,"4116",3950,60,,,9,"Liegendes Holz.","","""couche 2"".",1,250,53,t,1,"2010-11-04 15:24:20","2014-07-21 13:28:36.93658",,"",""
10326,267,"2414",6520,70,,,2,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22489
","Schicht 4 DOUVE",7,429,2801,,1,"2014-07-21 13:30:14.472951","2014-07-21 13:30:14.472951",,"","134.245.38.100"
